session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
6091793d41af9757d0a7bcf9,5f2f03deec679e2cf4a992e6,RETURNED,48:27.7,,4374173.89,32,837,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917942df27f62880f7e401,5fd8d3516c28582c83e0047a,RETURNED,41:55.5,,4374566.121,27,127,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091794719a6b85eac3b5955,5f0f6ef654ae12126762bd4e,RETURNED,41:47.9,,4374573.727,61,322,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091795f878da01d07f47293,5f033543945c554f816f6ad7,RETURNED,42:15.8,,4374545.866,46,314,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609179c4c5109869b7fccfd3,5e480e306f7753000b908cb2,RETURNED,43:55.8,,4374445.852,66,347,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917a556e93f15c5499c77c,60217f07c7f2bd1645a9ad70,RETURNED,46:23.4,,4374298.35,48,130,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917a7553ab9d24f71c9c54,609016dd27bf3a8f61e705bc,RETURNED,46:48.7,,4374273.061,30,50,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917a75c413f9fb334ae63e,57e131b80cb6700001dd7e5c,RETURNED,46:54.2,,4374267.497,63,1398,11,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917a7c2da88842bb533ad1,5d87a74208667b0001eff922,RETURNED,47:26.1,,4374235.653,51,655,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ab90476aeb6615bad30,6088acc5decc809dbe82850b,RETURNED,48:05.7,,4374196.091,50,222,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917abff6399e3b4535f334,5c4f7b99b33a5300013dbfdd,RETURNED,48:04.1,,4374197.646,25,649,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ad9e5549a080650643c,5e28e735ea776009d4d15c34,RETURNED,57:43.1,,4373618.682,35,606,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ada327afeb657c2221d,5fbfe0100714d03a52ff35ff,RETURNED,48:29.4,48:43.6,14.217,28,62,2,98,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ae0ca7b2696d831cc48,5ebac054d63dde03790ceef8,RETURNED,49:59.1,,4374082.714,29,396,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917af41cc89f3b38477763,5baa21188a01680001ff1a6f,RETURNED,48:52.6,,4374149.219,48,224,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917b7af68bd12d50e90c0b,6070527ae3f410a76f40ad91,RETURNED,51:11.1,,4374010.748,33,63,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917bf7745a1af264ec9b51,5f9ddb390517c6367f04304f,RETURNED,53:17.7,,4373884.188,31,40,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917c0ce50c90ec6810ed49,5e459f61418f610891628564,RETURNED,53:36.5,,4373865.351,31,577,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917c5cb2eaed96cbc11e9b,5ed4b8618f8d7e47a87b5ecb,RETURNED,54:52.4,,4373789.47,43,365,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917c698b8691baa08ea2e8,571b79495d40840009c448fe,RETURNED,55:09.3,,4373772.611,42,733,7,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917c91b6f613cc5988171c,5eb4841544c2df2f0190e8a0,RETURNED,05:45.1,,4373136.799,18,308,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917c95cdd324ba4ed3be78,5fa18024e8db28293edae14e,RETURNED,55:49.6,,4373732.388,27,187,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917c9f67ddc4cbd8aa2621,60020f23282af21efc14fd9e,RETURNED,56:05.3,,4373716.637,46,133,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917cced998b5a13d76c3b1,5efe59519563aa3504e9966a,RETURNED,56:46.3,,4373675.632,20,223,6,94,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ccf9f1a467449bf1027,59d395800118340001369be1,RETURNED,59:22.3,,4373519.695,30,621,8,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ce239da82b94d3e80ab,5eb54c7d324cf904c5ae20db,RETURNED,57:13.1,,4373648.942,20,155,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d11e0645d25bbed33fa,6090f952525df6a9a07b6921,RETURNED,58:06.8,,4373595.226,63,43,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d3c48dc124e53725095,5ec7b132b11a172266fd8915,RETURNED,58:39.8,,4373562.244,34,307,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d44b977be7461e5054f,56f81ffe1b99b8000636b9c8,RETURNED,58:46.8,,4373555.247,27,844,9,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d57939b42b2e0502c86,5ff90d1d62b989202e33331e,RETURNED,59:03.8,42:21.9,2598.089,18,122,5,94,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d5b0c3d90fe01569747,603cecdcc6dd23b117e66532,RETURNED,59:11.4,,4373530.664,22,71,3,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d6980343ba1ce0e2acd,5e904c70d2668d34a40d37af,RETURNED,59:28.5,,4373513.627,34,233,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d8f76664b6d91b52e82,5e2ecf8ad5947f490c9d0f08,RETURNED,00:08.8,,4373473.279,60,457,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917d9fd61f6dd2c201a863,60357c177750b1a0e7980a0b,RETURNED,01:43.5,,4373378.665,21,125,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917dd9348b6bcdb9ff860d,6018534e0c293609da7a8f8e,RETURNED,01:13.9,,4373408.211,39,111,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917de4423b171523600230,5e6ec0b3b0939647aa5cfd10,RETURNED,01:24.2,,4373397.952,64,314,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917dfd0b4f96784519770a,6090919e35432ed7cf716ca4,RETURNED,01:52.5,,4373369.701,22,155,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917e048e6cf0a9454e834d,609147348512b1924b273bdc,RETURNED,02:01.8,,4373360.39,18,18,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917e1876fde2bf14e9bf76,572f526c3c27e7000e0b8aaa,RETURNED,02:16.5,,4373345.749,31,2293,11,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917e4b84dec99780f2cafb,5d2e1c52c3651500159f0a69,RETURNED,03:38.9,,4373263.318,37,758,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917e64dd6e69a7aaca716a,5f824241edddfb3645a5006f,RETURNED,03:32.9,,4373269.368,30,618,4,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917e8d372929dce17cca7f,59501095c58c85000101dc57,RETURNED,04:13.0,,4373229.262,65,1031,8,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917eadbf3e1fb55d152ffb,5f50732850c7c600098593df,RETURNED,04:50.4,,4373191.882,22,700,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ebf30f74f4abb75f75b,5c73e79d0b33c8001232339d,RETURNED,05:06.5,,4373175.753,57,733,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ecc9bb4a8d3453bb956,6045cb37ffdadc70e734a73b,RETURNED,07:07.9,,4373054.41,28,77,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ee6a3d185677a254f40,6076ddaec7fce6e8befa9ace,RETURNED,06:08.1,10:38.9,270.792,19,52,0,100,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917eed30228d81d9103eb9,5ea3fc787c48522165e5e4a5,RETURNED,05:55.9,,4373126.479,75,443,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917ef1c26e466d2bf24f05,5bb0cc738f3bd70001e513e3,RETURNED,06:02.6,,4373119.739,28,345,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917f1443089c1f93d29154,60784c0aa62f84a2f2312c30,RETURNED,06:28.3,54:00.0,2851.68,23,30,0,100,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917f31f9f4f1338e7d93e1,5cbcadbe0b073500018c5f73,RETURNED,07:12.0,,4373050.368,60,453,4,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917f383edce69af54af738,6060cc2bf9ba38d90b1a6f12,RETURNED,07:16.7,,4373045.709,18,258,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917fac2f4012d34b5f6ed9,6060bdd2935a3eb3bdcdb835,RETURNED,09:05.3,,4372937.125,56,286,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917fb7cc769901b19c243f,5e1480ec7dd477aa21c9b40a,RETURNED,09:20.0,,4372922.466,58,225,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917fb8a23ab498738c5af6,5f906e4553c0fa11f0302333,RETURNED,09:23.4,,4372919.07,51,286,5,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60917fe567ee576290182dc8,5f5e32a0d6a12c6857b8e127,RETURNED,10:17.4,,4372865.061,25,988,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091800b0bda31d35d5a3f7b,5f312467ab23865a8d29d0be,RETURNED,16:05.5,,4372516.944,31,310,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609180168ddc2d2d5e32a01d,5fd957002dc9172302e1d60c,RETURNED,10:49.9,,4372832.64,50,162,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609180257751b8820acb09fb,6053352f8fd3e2125096b636,RETURNED,13:33.5,,4372669.002,29,44,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918028d67f5074637dc73b,6006be0ee3dca9052e5eeeaa,RETURNED,11:11.0,,4372811.55,40,171,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091804b4b1ee9cff93f8927,6066da1975a0b9c15e673205,RETURNED,11:41.6,,4372780.991,53,82,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918067d38b9479a02a20f6,60532b7bd80bbe44496cccd2,RETURNED,15:52.1,,4372530.503,37,89,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609180ad03e144996aa122f4,5f47b045144b1c1ab5bed08d,RETURNED,13:17.7,,4372684.882,35,240,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609180ae00f56d58db546f3a,5f653cb18aad310a9ee7c32d,RETURNED,13:25.1,,4372677.488,29,161,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609180cdfc515623f41ecb16,5f5cffe14b1d5452fdfb6abf,RETURNED,14:23.6,,4372619.047,23,83,3,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609180e8ff3faa016d283489,5d76ac914c93440001c03fd7,RETURNED,14:20.8,,4372621.784,33,531,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091811d0038956ddb6aa1b7,5f8836a5fb70462a169fc0ac,RETURNED,15:09.7,,4372572.917,25,242,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091813cab5d94c9c390900d,5c5ca28d08ac630001cdaf6e,RETURNED,15:40.3,,4372542.385,55,849,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091815782f2926fb24379f7,5c66b2e27d17f800013f5ba3,RETURNED,16:07.4,,4372515.239,48,491,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091816fd9972a348bcaf58d,578bb26f6cc44500010448c8,RETURNED,16:36.9,,4372485.773,66,1011,7,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091821d8aa8ea98135ceba4,5f69fe3c1acc2b021e1de5cb,RETURNED,19:33.8,,4372308.905,37,266,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091821ff785f8b6df5ec5e4,5ff3f431bb7b2959192f9be8,RETURNED,19:32.2,,4372310.551,27,405,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918248d81cd7262ca63ee3,5fa507fa0776431b370bc0c7,RETURNED,20:08.7,,4372273.999,49,135,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918257034e7e7f417fa9bc,6075bcedf8b7a97f1897f46b,RETURNED,20:23.8,,4372258.942,37,128,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918257ee81bdab04bf9e98,6073d1dba949ada27b8c7f1c,RETURNED,20:32.5,26:10.7,338.212,39,161,4,96,,NO CODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609182678677e2c9c9e6c551,5be1cc598c6a19000137a503,RETURNED,20:46.8,,4372235.994,58,519,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609182844efde080a8b2d5d0,609020b22e26eb9b220a8530,RETURNED,22:24.0,,4372138.771,20,88,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609182f6d5e80c4215d8af5d,5df15288b1fb0506c5fc6afb,RETURNED,23:07.5,,4372095.279,32,632,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183153a0d2732d56961ba,5dc1719878cda00c6dcf5c1e,RETURNED,23:36.7,,4372066.094,54,486,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918378477f9b8c5fef11e4,5c9db776f35c880018bc2fd1,RETURNED,25:15.1,,4371967.711,,1557,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918399b384bd833fd9a28f,6075e87a0858298517578c42,RETURNED,25:45.5,,4371937.405,35,116,4,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091839c3cbc414bf0706175,60170184b3fe5f1ee9383f0f,RETURNED,25:55.0,,4371927.867,35,117,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183a89bb958c960031800,57d5ab3a722df500017f3622,RETURNED,26:08.4,,4371914.488,40,2240,5,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183aa2403a7790b4192e3,5f839de3c11409537caccb9c,RETURNED,26:02.7,,4371920.251,22,689,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183b6375c9ced35b730b9,5f9734757222e00c2702efc4,RETURNED,26:38.4,32:46.7,368.331,29,215,0,100,,567CA1D9,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183c2cfc3695217dd03f6,5eaadc0a7adeb404eea9c3c0,RETURNED,26:32.6,,4371890.348,27,483,3,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183c3d34e342671222a98,5e1797da928b15062260e30e,RETURNED,26:37.2,,4371885.783,69,1160,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183e92e03cbee40fea296,601c611eb7e30277bb2546d7,RETURNED,27:13.3,,4371849.716,20,127,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609183f5c05c07813596d97a,5bf1de1556a321000106fae0,RETURNED,27:19.6,,4371843.393,50,881,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918405a94f275c39b4598d,6001ec0ca3b1a3187ac01f0c,RETURNED,27:37.5,27:52.4,14.865,23,53,4,95,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918414c2efcc14db1a94d7,602b5e9e10c7c12a1b52f243,RETURNED,29:14.9,18:01.7,2926.818,33,413,5,98,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091849d747148f1c128bcb8,605f3f014e9662977dba1d20,RETURNED,30:15.3,,4371667.794,25,90,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609185537b2859f5bab067c8,5e3de55071cf2606b45c50a6,RETURNED,33:19.5,,4371483.526,36,346,8,97,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609185fee225ae805b057cf2,5d341b57a48ae7000114152a,RETURNED,36:01.1,,4371322.009,28,449,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918623c567f4e5cee3400f,6064c490ca032cd1de1b5d21,RETURNED,36:40.7,50:55.1,854.372,25,42,1,100,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091863d704f5d1a2f0143b2,5ddd81685be2df000bcd679a,RETURNED,37:06.0,43:44.1,3998.169,24,559,5,99,,NOCODE,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918653ef1828c81937aa01,56a8bb427f2472000b9522f6,RETURNED,37:30.3,,4371232.83,34,1137,13,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609186543aacaecc52294cc1,5f27f72385b08703d1d81197,RETURNED,37:24.8,,4371238.334,22,175,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609186572faa307ffd357be1,5fd511f86ef5c530eb69550c,RETURNED,39:17.0,,4371126.165,20,501,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6091875c11385e962d37ce81,606db089761f295e2527d028,RETURNED,41:51.5,,4370971.647,21,38,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
60918787668a67c3e341ec33,5f53ffa9a0830d765571ef78,RETURNED,42:35.5,,4370927.732,27,619,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
